# Session ID: 20250816_084906
# Device ID: left
# Start Time: 1755326946996
# Sample Count: 2149
# Generated by Watch IMU Recorder
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,watch_name
12022502212494,-0.31106696,1.9561325,9.687941,0.0,0.0,0.0,0.0,0.0,0.0,left
12022483143952,-0.31106696,1.9561325,9.687941,0.0,0.0,0.0,0.0,0.0,0.0,left
12022521281035,-0.31106696,1.9561325,9.687941,0.0,0.0,0.0,0.0,0.0,0.0,left
12022559411348,-0.33499518,1.8508483,9.582657,0.0,0.0,0.0,0.0,0.0,0.0,left
12022578485410,-0.37328035,1.7264216,9.573085,0.0,0.0,0.0,0.0,0.0,0.0,left
12022597558431,-0.37328035,1.7264216,9.573085,-0.037873615,0.03848448,-0.045662142,0.0,0.0,0.0,left
12022592595671,-0.37328035,1.7264216,9.573085,-0.012217295,0.032375835,-0.041996952,0.0,0.0,0.0,left
12022611638639,-0.37328035,1.7264216,9.573085,-0.012217295,0.032375835,-0.041996952,0.0,0.0,0.0,left
12022616601400,-0.39720857,1.8939191,9.601799,-0.012217295,0.032375835,-0.041996952,0.0,0.0,0.0,left
12022635675410,-0.39720857,1.8939191,9.601799,-0.012217295,0.032375835,-0.041996952,0.0,0.0,0.0,left
12022650297910,-0.39720857,1.8939191,9.601799,-0.012217295,0.032375835,-0.041996952,96.99375,67.40625,103.50001,left
12022630712650,-0.39720857,1.8939191,9.601799,0.0012217296,0.026267186,-0.038331766,96.99375,67.40625,103.50001,left
12022660297858,-0.39720857,1.8939191,9.601799,0.0012217296,0.026267186,-0.038331766,96.56251,65.90625,104.475006,left
12022654748431,-0.43070808,1.7982062,9.558728,0.0012217296,0.026267186,-0.038331766,96.56251,65.90625,104.475006,left
12022649785671,-0.43070808,1.7982062,9.558728,-0.015882485,0.021380268,-0.034666575,96.56251,65.90625,104.475006,left
12022670297806,-0.43070808,1.7982062,9.558728,-0.015882485,0.021380268,-0.034666575,97.55625,68.64375,101.700005,left
12022680297754,-0.43070808,1.7982062,9.558728,-0.028099779,0.01527162,-0.032223117,98.62501,67.350006,102.675,left
12022668859629,-0.43070808,1.7982062,9.558728,-0.028099779,0.01527162,-0.032223117,98.62501,67.350006,102.675,left
12022673822389,-0.4354937,1.8317057,9.563514,-0.028099779,0.01527162,-0.032223117,98.62501,67.350006,102.675,left
12022690297702,-0.4354937,1.8317057,9.563514,-0.028099779,0.01527162,-0.032223117,96.3375,66.918755,102.318756,left
12022700297650,-0.4354937,1.8317057,9.563514,-0.028099779,0.01527162,-0.032223117,96.3375,66.918755,102.318756,left
12022687932650,-0.4354937,1.8317057,9.563514,-0.019547673,0.007941242,-0.028557928,95.175,67.18125,103.03126,left
12022710297598,-0.4354937,1.8317057,9.563514,-0.019547673,0.007941242,-0.028557928,95.175,67.18125,103.03126,left
12022692895410,-0.38285163,1.7120646,9.553943,-0.019547673,0.007941242,-0.028557928,95.175,67.18125,103.03126,left
12022720297546,-0.38285163,1.7120646,9.553943,-0.019547673,0.007941242,-0.028557928,97.4625,67.3125,104.43751,left
12022711969421,-0.39720857,1.7982062,9.601799,-0.0061086477,0.009162972,-0.022449281,97.4625,67.3125,104.43751,left
12022707006660,-0.39720857,1.7982062,9.601799,-0.0061086477,0.009162972,-0.022449281,97.4625,67.3125,104.43751,left
12022730297494,-0.39720857,1.7982062,9.601799,-0.0061086477,0.009162972,-0.022449281,97.21876,67.9875,103.762505,left
12022740297441,-0.39720857,1.7982062,9.601799,-0.0061086477,0.009162972,-0.022449281,96.131256,67.40625,104.568756,left
12022726049629,-0.40677986,1.8652053,9.625728,-0.019547673,0.007941242,-0.0151189035,96.131256,67.40625,104.568756,left
12022731012389,-0.40677986,1.8652053,9.625728,-0.019547673,0.007941242,-0.0151189035,96.131256,67.40625,104.568756,left
12022750297389,-0.40677986,1.8652053,9.625728,-0.019547673,0.007941242,-0.0151189035,95.606255,68.53125,102.225006,left
12022745122650,-0.39720857,1.7551354,9.57787,-0.036651887,0.0067195124,-0.007788526,97.14375,67.275,103.818756,left
12022750085410,-0.39720857,1.7551354,9.57787,-0.036651887,0.0067195124,-0.007788526,97.14375,67.275,103.818756,left
12022760297337,-0.39720857,1.7551354,9.57787,-0.036651887,0.0067195124,-0.007788526,97.14375,67.275,103.818756,left
12022770297285,-0.39720857,1.7551354,9.57787,-0.036651887,0.0067195124,-0.007788526,96.09376,66.037506,102.525,left
12022769159421,-0.39720857,1.6163517,9.558728,-0.012217295,0.007941242,-0.0065667965,96.09376,66.037506,102.525,left
12022764196660,-0.39720857,1.6163517,9.558728,-0.012217295,0.007941242,-0.0065667965,96.09376,68.475006,101.568756,left
12022780297233,-0.39720857,1.6163517,9.558728,-0.012217295,0.007941242,-0.0065667965,96.18751,68.475006,101.568756,left
12022790297181,-0.39720857,1.6163517,9.558728,-0.012217295,0.007941242,-0.0065667965,96.318756,68.34375,101.7375,left
12022788232389,-0.4019942,1.7120646,9.625728,0.02687805,0.01282816,-0.0065667965,95.381256,69.20625,102.131256,left
12022783269629,-0.4019942,1.7120646,9.625728,0.02687805,0.01282816,-0.0065667965,95.381256,69.20625,102.131256,left
12022800297129,-0.4019942,1.7120646,9.625728,0.02687805,0.01282816,-0.0065667965,95.381256,69.20625,102.131256,left
12022820297025,-0.46899325,1.8029919,9.57787,0.037873615,0.01527162,-0.004123337,97.21876,63.73125,104.90626,left
12022826379421,-0.46899325,1.8029919,9.57787,0.02443459,0.010384701,-0.004123337,97.21876,63.73125,104.90626,left
12022807306400,-0.44985065,1.8652053,9.664013,0.037873615,0.01527162,-0.004123337,96.525,67.05,104.512505,left
12022830296973,-0.46899325,1.8029919,9.57787,0.037873615,0.01527162,-0.004123337,97.21876,63.73125,104.90626,left
12022821416660,-0.46899325,1.8029919,9.57787,0.02443459,0.010384701,-0.004123337,98.193756,65.850006,104.231255,left
12022840296921,-0.46899325,1.8029919,9.57787,0.02443459,0.010384701,-0.004123337,98.193756,65.850006,104.231255,left
12022802343639,-0.46899325,1.8029919,9.57787,0.037873615,0.01527162,-0.004123337,97.21876,63.73125,104.90626,left
12022850296869,-0.46899325,1.8029919,9.57787,0.02443459,0.010384701,-0.004123337,99.61875,65.943756,108.75001,left
12022845422389,-0.44985065,1.8364913,9.587442,0.02443459,0.0067195124,-0.007788526,99.61875,65.943756,108.75001,left
12022840459629,-0.44985065,1.8364913,9.587442,0.02443459,0.0067195124,-0.007788526,97.21876,66.412506,105.37501,left
12022870296764,-0.44985065,1.8364913,9.587442,0.010995566,0.005497783,-0.0016798781,98.662506,64.4625,106.162506,left
12022883569421,-0.47377887,1.7455641,9.587442,-0.015882485,0.0042760535,0.009315688,100.200005,64.481255,107.943756,left
12022810297077,-0.46899325,1.8029919,9.57787,0.02443459,0.010384701,-0.004123337,97.21876,63.73125,104.90626,left
12022860296816,-0.44985065,1.8364913,9.587442,0.02443459,0.0067195124,-0.007788526,98.662506,64.4625,106.162506,left
12022910296556,-0.47377887,1.7455641,9.587442,-0.02443459,0.007941242,0.016646065,100.200005,64.481255,107.943756,left
12022902643431,-0.47377887,1.7455641,9.587442,-0.02443459,0.007941242,0.016646065,100.200005,64.481255,107.943756,left
12022897680671,-0.47377887,1.7455641,9.587442,-0.02443459,0.007941242,0.016646065,100.200005,64.481255,107.943756,left
12022864496400,-0.45942193,1.9130617,9.601799,0.010995566,0.005497783,-0.0016798781,98.11875,67.481255,106.387505,left
12022900296608,-0.47377887,1.7455641,9.587442,-0.02443459,0.007941242,0.016646065,100.200005,64.481255,107.943756,left
12022880296712,-0.45942193,1.9130617,9.601799,0.010995566,0.005497783,-0.0016798781,98.11875,67.481255,106.387505,left
12022890296660,-0.45942193,1.82692,9.625728,-0.015882485,0.0042760535,0.009315688,100.200005,64.481255,107.943756,left
12022859533639,-0.45942193,1.9130617,9.601799,0.010995566,0.005497783,-0.0016798781,98.662506,64.4625,106.162506,left
12022878606660,-0.47377887,1.7455641,9.587442,-0.015882485,0.0042760535,0.009315688,100.200005,64.481255,107.943756,left
12022920296504,-0.47377887,1.7455641,9.587442,-0.02443459,0.007941242,0.016646065,96.918755,66.375,105.3375,left
12022930296452,-0.47377887,1.7455641,9.587442,-0.02443459,0.007941242,0.016646065,98.25001,65.775,108.168755,left
12022921716400,-0.47856453,1.625923,9.64487,0.0036651888,0.0140498895,0.014202606,98.25001,65.775,108.168755,left
12022916753639,-0.47856453,1.625923,9.64487,0.0036651888,0.0140498895,0.014202606,98.25001,65.775,108.168755,left
12022940296400,-0.47856453,1.625923,9.64487,0.0036651888,0.0140498895,0.014202606,98.025,66.46875,107.49375,left
12022950296348,-0.47856453,1.625923,9.64487,0.0036651888,0.0140498895,0.014202606,95.100006,66.131256,104.86875,left
12022940790410,-0.44985065,1.8795621,9.64487,0.03054324,0.020158539,0.00320704,95.100006,66.131256,104.86875,left
12022935827650,-0.44985065,1.8795621,9.64487,0.03054324,0.020158539,0.00320704,95.100006,66.131256,104.86875,left
12022960296296,-0.44985065,1.8795621,9.64487,0.03054324,0.020158539,0.00320704,96.76875,69.356255,103.725006,left
12022959833431,-0.4211368,1.9178474,9.687941,0.020769402,0.023823727,-0.007788526,96.76875,69.356255,103.725006,left
12022954870671,-0.4211368,1.9178474,9.687941,0.020769402,0.023823727,-0.007788526,95.850006,66.24375,104.2125,left
12022970296244,-0.4211368,1.9178474,9.687941,0.020769402,0.023823727,-0.007788526,95.850006,66.24375,104.2125,left
12022980296191,-0.4211368,1.9178474,9.687941,0.020769402,0.023823727,-0.007788526,95.86875,69.39375,103.03126,left
12022973943639,-0.4211368,1.9178474,9.687941,0.0024434591,0.027488915,-0.0151189035,95.86875,69.05625,103.275,left
12022990296139,-0.4211368,1.9178474,9.687941,0.0024434591,0.027488915,-0.0151189035,97.631256,69.05625,103.275,left
12022978906400,-0.44506502,1.8317057,9.582657,0.0024434591,0.027488915,-0.0151189035,97.631256,69.05625,103.275,left
12023000296087,-0.44506502,1.8317057,9.582657,0.0024434591,0.027488915,-0.0151189035,96.37501,68.625,102.731255,left
12023010296035,-0.44506502,1.8987048,9.673584,0.0048869182,0.028710645,-0.021227552,97.6125,66.05625,104.287506,left
12022997980410,-0.44506502,1.8987048,9.673584,0.0048869182,0.028710645,-0.021227552,97.6125,66.05625,104.287506,left
12022993017650,-0.44506502,1.8987048,9.673584,0.0048869182,0.028710645,-0.021227552,97.6125,66.05625,104.287506,left
12023020295983,-0.44506502,1.8987048,9.673584,0.0048869182,0.028710645,-0.021227552,98.381256,67.2375,106.14375,left
12023017053431,-0.46899325,1.8891335,9.558728,-0.012217295,0.025045456,-0.017562363,98.381256,67.2375,106.14375,left
