# Session ID: 20250816_124731
# Start Time: 1755341251064
# Device ID: left
# Sample Count: 382
# Generated by Watch IMU Recorder
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,watch_name
26321368030740,0.4019942,-0.21655045,9.798011,-0.0012217296,-0.005497783,-0.0004581486,-89.606255,11.19375,43.48125,left
26321387103761,0.4019942,-0.2117648,9.812367,-0.0012217296,-0.005497783,-0.0004581486,-89.606255,11.19375,43.48125,left
26321406177771,0.40677986,-0.19740787,9.788439,-0.0012217296,-0.005497783,-0.0004581486,-89.606255,11.19375,43.48125,left
26321425250740,0.39720857,-0.20219351,9.826724,-0.0012217296,-0.005497783,-0.0004581486,-89.606255,11.19375,43.48125,left
26321439331000,0.4211368,-0.2117648,9.793225,-0.0012217296,-0.0018325944,-0.0004581486,-89.606255,11.19375,43.48125,left
26321444293761,0.4211368,-0.2117648,9.793225,-0.0012217296,-0.005497783,-0.0004581486,-89.606255,11.19375,43.48125,left
26321456414229,0.4211368,-0.2117648,9.793225,-0.0012217296,-0.0018325944,-0.0004581486,-89.15625,11.26875,43.237503,left
26321466414177,0.4211368,-0.2117648,9.793225,-0.0012217296,-0.0018325944,-0.0004581486,-89.15625,11.26875,43.237503,left
26321463367771,0.41156548,-0.22612174,9.802796,-0.0012217296,0.0018325944,-0.0004581486,-87.693756,10.21875,47.41875,left
26321458405011,0.41156548,-0.22612174,9.802796,-0.0012217296,0.0018325944,-0.0004581486,-89.15625,11.26875,43.237503,left
26321476414125,0.41156548,-0.22612174,9.802796,-0.0012217296,0.0018325944,-0.0004581486,-87.693756,10.21875,47.41875,left
26321486414073,0.41156548,-0.22612174,9.802796,-0.0012217296,0.0018325944,-0.0004581486,-88.51875,11.306251,44.90625,left
26321477477979,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-88.51875,11.306251,44.90625,left
26321482440740,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-88.51875,11.306251,44.90625,left
26321496414021,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-89.287506,10.275001,42.581253,left
26321506413969,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-88.9875,11.418751,43.3875,left
26321496551990,0.40677986,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-88.9875,11.418751,43.3875,left
26321501514750,0.40677986,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-88.9875,11.418751,43.3875,left
26321516413917,0.40677986,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-88.950005,11.700001,43.65,left
26321526413865,0.40677986,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-88.762505,9.337501,43.4625,left
26321520587771,0.40677986,-0.20697916,9.802796,0.0,0.0018325944,-0.0004581486,-88.762505,9.337501,43.4625,left
26321515625011,0.40677986,-0.20697916,9.802796,-0.0012217296,0.0006108648,-0.0004581486,-88.762505,9.337501,43.4625,left
26321536413813,0.40677986,-0.20697916,9.802796,-0.0012217296,0.0006108648,-0.0004581486,-88.14375,10.96875,43.3875,left
26321546413761,0.40677986,-0.20697916,9.802796,-0.0012217296,0.0006108648,-0.0004581486,-88.8375,11.2875,44.287502,left
26321539661729,0.39720857,-0.20697916,9.788439,0.0,-0.0006108648,-0.0016798781,-88.8375,11.2875,44.287502,left
26321534698969,0.39720857,-0.20697916,9.788439,0.0,-0.0006108648,-0.0016798781,-88.8375,11.2875,44.287502,left
26321556413709,0.39720857,-0.20697916,9.788439,0.0,-0.0006108648,-0.0016798781,-88.256256,9.975,43.18125,left
26321566413656,0.39720857,-0.20697916,9.788439,0.0,-0.0006108648,-0.0016798781,-89.34375,10.63125,45.16875,left
26321558734750,0.40677986,-0.22612174,9.798011,0.0,-0.0006108648,-0.0016798781,-89.34375,10.63125,45.16875,left
26321576413604,0.40677986,-0.22612174,9.798011,-0.0012217296,0.0006108648,-0.0016798781,-89.71875,11.606251,43.275,left
26321553771990,0.40677986,-0.22612174,9.798011,-0.0012217296,0.0006108648,-0.0016798781,-89.71875,11.606251,43.275,left
26321577808761,0.4019942,-0.2213361,9.798011,-0.0012217296,0.0006108648,-0.0016798781,-90.05625,11.306251,42.54375,left
26321586413552,0.4019942,-0.2213361,9.798011,-0.0012217296,0.0006108648,-0.0016798781,-90.05625,11.306251,42.54375,left
26321572846000,0.4019942,-0.2213361,9.798011,-0.0012217296,-0.0006108648,-0.0004581486,-90.05625,11.306251,42.54375,left
26321596413500,0.4019942,-0.2213361,9.798011,-0.0012217296,-0.0006108648,-0.0004581486,-91.18125,12.0,42.6375,left
26321606413448,0.4019942,-0.2213361,9.798011,-0.0012217296,-0.0006108648,-0.0004581486,-89.981255,10.44375,43.5,left
26321591918969,0.4019942,-0.2117648,9.802796,0.0,0.0006108648,-0.0004581486,-89.981255,10.44375,43.5,left
26321596881729,0.4019942,-0.2117648,9.802796,0.0,0.0006108648,-0.0004581486,-89.981255,10.44375,43.5,left
26321616413396,0.4019942,-0.2117648,9.802796,0.0,0.0006108648,-0.0004581486,-90.918755,10.181251,43.575,left
26321626413344,0.40677986,-0.21655045,9.793225,0.0,0.0006108648,-0.0004581486,-90.918755,11.606251,42.7125,left
26321615924750,0.40677986,-0.21655045,9.793225,0.0,0.0006108648,-0.0004581486,-90.918755,11.606251,42.7125,left
26321610961990,0.40677986,-0.21655045,9.793225,0.0,0.0006108648,-0.0004581486,-90.918755,11.606251,42.7125,left
26321636413292,0.40677986,-0.21655045,9.793225,0.0,0.0006108648,-0.0004581486,-87.975006,12.712501,42.206253,left
26321634998761,0.41156548,-0.18783657,9.802796,0.0,0.0006108648,-0.0004581486,-87.975006,12.712501,42.206253,left
26321630036000,0.41156548,-0.18783657,9.802796,0.0,-0.0006108648,-0.0004581486,-87.975006,12.712501,42.206253,left
26321646413240,0.41156548,-0.18783657,9.802796,0.0,-0.0006108648,-0.0004581486,-89.850006,11.75625,42.80625,left
26321656413188,0.41156548,-0.18783657,9.802796,0.0,-0.0006108648,-0.0004581486,-88.96875,10.293751,43.350002,left
26321649108969,0.41635114,-0.21655045,9.807582,-0.0012217296,0.0006108648,-0.0004581486,-88.96875,10.293751,43.350002,left
26321666413136,0.41635114,-0.21655045,9.807582,-0.0012217296,0.0006108648,-0.0004581486,-89.193756,12.39375,42.975002,left
26321654071729,0.41635114,-0.21655045,9.807582,-0.0012217296,0.0006108648,-0.0004581486,-88.96875,10.293751,43.350002,left
26321676413084,0.41635114,-0.21655045,9.807582,-0.0012217296,0.0006108648,-0.0004581486,-90.0,10.125,44.550003,left
26321673144750,0.4019942,-0.21655045,9.788439,-0.0012217296,0.0006108648,-0.0004581486,-90.0,10.125,44.550003,left
26321668181990,0.4019942,-0.21655045,9.788439,-0.0012217296,0.0006108648,-0.0004581486,-89.756256,11.00625,44.643753,left
26321686413031,0.4019942,-0.21655045,9.788439,-0.0012217296,0.0006108648,-0.0004581486,-89.756256,11.00625,44.643753,left
26321696412979,0.4019942,-0.21655045,9.788439,-0.0012217296,0.0006108648,-0.0004581486,-90.168755,10.275001,43.36875,left
26321692218761,0.4019942,-0.20219351,9.802796,0.0,-0.0006108648,-0.0016798781,-90.168755,10.275001,43.36875,left
26321687256000,0.4019942,-0.20219351,9.802796,0.0,-0.0006108648,-0.0016798781,-90.168755,10.275001,43.36875,left
26321706412927,0.4019942,-0.20219351,9.802796,0.0,-0.0006108648,-0.0016798781,-88.856255,11.625,41.49375,left
26321716412875,0.4019942,-0.20219351,9.802796,0.0,-0.0006108648,-0.0016798781,-90.15,11.700001,43.36875,left
26321711291729,0.40677986,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0016798781,-90.15,11.700001,43.36875,left
26321706328969,0.40677986,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0016798781,-90.15,11.700001,43.36875,left
26321726412823,0.40677986,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0016798781,-88.05,12.0,41.98125,left
26321736412771,0.40677986,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0016798781,-90.99375,12.150001,43.0875,left
26321730365740,0.40677986,-0.2117648,9.802796,0.0,0.0006108648,-0.0004581486,-90.99375,12.150001,43.0875,left
26321725402979,0.40677986,-0.2117648,9.802796,0.0,0.0006108648,-0.0004581486,-90.99375,12.150001,43.0875,left
26321746412719,0.40677986,-0.2117648,9.802796,0.0,0.0006108648,-0.0004581486,-89.9625,12.31875,42.16875,left
26321756412667,0.40677986,-0.2117648,9.802796,0.0,0.0006108648,-0.0004581486,-87.8625,13.70625,42.412502,left
26321749438761,0.39720857,-0.21655045,9.802796,0.0,0.0006108648,-0.0004581486,-87.8625,13.70625,42.412502,left
26321744476000,0.39720857,-0.21655045,9.802796,-0.0012217296,0.0018325944,-0.0004581486,-87.8625,13.70625,42.412502,left
26321766412615,0.39720857,-0.21655045,9.802796,-0.0012217296,0.0018325944,-0.0004581486,-88.89375,12.450001,41.98125,left
26321776412563,0.39720857,-0.21655045,9.802796,-0.0012217296,0.0018325944,-0.0004581486,-90.1875,11.7375,41.025,left
26321768512771,0.41156548,-0.2117648,9.812367,-0.0012217296,0.0006108648,-0.0004581486,-90.1875,11.7375,41.025,left
26321763550011,0.41156548,-0.2117648,9.812367,-0.0012217296,0.0006108648,-0.0004581486,-90.1875,11.7375,41.025,left
26321786412511,0.41156548,-0.2117648,9.812367,-0.0012217296,0.0006108648,-0.0004581486,-91.18125,12.01875,42.206253,left
26321787555740,0.40677986,-0.2117648,9.807582,-0.0012217296,0.0006108648,-0.0004581486,-90.075005,12.431251,42.73125,left
26321782592979,0.40677986,-0.2117648,9.807582,-0.0012217296,-0.0018325944,-0.0016798781,-90.075005,12.431251,42.73125,left
26321796412459,0.40677986,-0.2117648,9.807582,-0.0012217296,-0.0018325944,-0.0016798781,-90.075005,12.431251,42.73125,left
26321806412406,0.40677986,-0.2117648,9.807582,-0.0012217296,-0.0018325944,-0.0016798781,-90.84375,11.231251,41.5875,left
26321816412354,0.4211368,-0.23090738,9.802796,-0.0012217296,-0.0018325944,-0.0016798781,-89.475006,12.50625,42.3375,left
26321806628761,0.4211368,-0.23090738,9.802796,-0.0012217296,-0.0018325944,-0.0016798781,-89.475006,12.50625,42.3375,left
26321801666000,0.4211368,-0.23090738,9.802796,0.0,-0.0006108648,-0.0004581486,-89.475006,12.50625,42.3375,left
26321826412302,0.4211368,-0.23090738,9.802796,0.0,-0.0006108648,-0.0004581486,-88.9875,12.843751,43.3875,left
26321820740011,0.4211368,-0.23090738,9.802796,0.0,0.0006108648,-0.0004581486,-90.075005,12.431251,42.73125,left
26321836412250,0.4211368,-0.23090738,9.802796,0.0,0.0006108648,-0.0004581486,-90.075005,12.431251,42.73125,left
26321825702771,0.41156548,-0.20219351,9.802796,0.0,0.0006108648,-0.0004581486,-90.075005,12.431251,42.73125,left
26321846412198,0.41156548,-0.20219351,9.802796,0.0,0.0006108648,-0.0004581486,-89.043755,14.175,40.5,left
26321839812979,0.41156548,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-89.043755,14.175,40.5,left
26321844775740,0.41156548,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-89.043755,14.175,40.5,left
26321856412146,0.41156548,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-90.3,12.0,41.568752,left
26321866412094,0.41156548,-0.2117648,9.798011,0.0,0.0018325944,-0.0004581486,-90.3,12.0,41.568752,left
26321863849750,0.41156548,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0004581486,-90.3,12.0,41.568752,left
26321858886990,0.41156548,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0004581486,-90.3,12.0,41.568752,left
26321876412042,0.41156548,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0004581486,-89.68125,10.8,42.206253,left
26321886411990,0.41156548,-0.20697916,9.802796,-0.0012217296,-0.0006108648,-0.0004581486,-88.762505,13.743751,41.86875,left
26321882922771,0.39720857,-0.2117648,9.798011,-0.0012217296,0.0006108648,-0.0004581486,-88.762505,13.743751,41.86875,left
26321877960011,0.39720857,-0.2117648,9.798011,-0.0012217296,0.0006108648,-0.0004581486,-88.762505,13.743751,41.86875,left
26321896411938,0.39720857,-0.2117648,9.798011,-0.0012217296,0.0006108648,-0.0004581486,-90.225006,11.137501,42.825,left
26321906411886,0.39720857,-0.2117648,9.798011,-0.0012217296,0.0006108648,-0.0004581486,-90.1875,13.012501,41.49375,left
26321901996729,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-90.1875,13.012501,41.49375,left
26321897033969,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-90.1875,13.012501,41.49375,left
26321916411834,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-88.8,11.868751,43.21875,left
26321926411781,0.41635114,-0.2117648,9.802796,0.0,-0.0006108648,-0.0004581486,-89.625,12.656251,41.5875,left
